32
128
15 1 14400 38 1
45 2 36000 2 1
132 3 36000 385 2
328 4 6360 9 1
433 5 34800 110 16
509 6 3000 38 32
519 7 600 2 2
595 8 300 5 3
1008 9 3600 14 4
1062 10 900 1 6
1150 11 36000 3 8
1278 12 25260 130 6
1420 13 900 8 4
1498 14 10800 34 16
1551 15 10800 1 8
1715 16 27600 5 8
1840 17 14400 18 32
1889 18 8160 3 16
3188 19 7200 10 4
3219 20 36000 3 2
14514 21 36000 30185 6
14933 22 30000 1060 4
14942 23 10800 450 2
15397 24 1440 6 8
16005 25 14460 7 4
16112 26 300 18 16
17016 27 600 13 2
17570 28 300 8 32
18072 29 25260 3309 32
18262 30 36000 26 4
18748 31 14400 16 8
19574 32 32400 11 8
19717 33 28500 8 4
24748 34 300 13 4
24772 35 1800 20 4
25216 36 10800 4 16
25344 37 36000 8 5
25497 38 36000 51 27
25588 39 3600 10 4
25805 40 3600 35 8
25961 41 600 6 2
25977 42 18000 43 2
28285 43 300 3 8
28302 44 36000 449 32
28317 45 14400 6 4
28337 46 10800 15 2
28483 47 300 25 11
28509 48 300 12 4
28728 49 300 2 8
28789 50 30000 1 1
28949 51 10800 18 3
28965 52 3600 4 6
29066 53 300 32 11
29189 54 900 3 6
29225 55 3600 70 16
29280 56 10800 5 8
29297 57 36000 4 4
29449 58 36000 16 20
29480 59 300 4 1
29672 60 33600 5 4
31719 61 600 357 4
31744 62 36000 177 4
32068 63 6360 4 8
32117 64 900 2 4
32152 65 19440 16 16
32194 66 600 18 2
32295 67 14400 34 4
32315 68 900 3 8
32387 69 36000 27 2
32402 70 32100 4 1
32556 71 3600 41 4
32850 72 31200 35 8
32993 73 36000 929 8
33430 74 3600 64 8
33469 75 36000 445 4
33477 76 31200 32 20
33504 77 14400 3 4
33508 78 36000 4 23
33579 79 36000 21 8
33592 80 36000 16 2
33601 81 36000 37 4
33690 82 32400 22 3
33697 83 3000 7 4
33747 84 3600 3 4
33768 85 300 37 1
33776 86 36000 16 30
33838 87 10800 3 2
34089 88 3000 1 1
34122 89 36000 2 6
34291 90 19440 47 1
34370 91 19440 9 2
34551 92 7200 84 2
34835 93 36000 4 5
34940 94 7200 5 2
35033 95 36000 36000 1
35134 96 6360 9 2
35916 97 1800 52 3
35924 98 14400 23 32
35924 99 600 34 8
35948 100 14400 156 1
36320 101 36000 36000 32
36709 102 10800 4 2
36867 103 600 3 1
36890 104 3000 24 12
36982 105 10800 64 4
37086 106 7200 5 16
37549 107 3600 3 11
37624 108 300 3 4
37642 109 1200 5 4
37664 110 600 10 2
37668 111 3600 13 8
37673 112 28500 99 16
37677 113 36000 7 2
37698 114 3600 8 2
37855 115 900 7 16
37866 116 25200 85 8
37886 117 3600 34 2
38270 118 14460 4 7
38658 119 600 6 2
38661 120 1800 319 4
38667 121 300 94 32
38744 122 36000 4 4
38788 123 14400 13 3
39261 124 900 5 3
39299 125 1200 90 16
39455 126 3600 1 4
39474 127 600 44 1
41403 128 3600 163 16
