64
1024
36 1 21600 89 16
95 2 21600 7 8
129 3 21600 305 3
174 4 32100 10 5
848 5 300 100 7
981 6 34800 22802 64
1081 7 3000 250 4
1142 8 36000 36000 4
1801 9 36000 24018 64
2464 10 36000 621 32
2931 11 36000 23198 1
3321 12 21600 10917 2
3357 13 12240 143 1
3403 14 33600 6521 4
3561 15 900 72 1
5536 16 900 11 6
5821 17 36000 19435 4
6360 18 8160 1169 1
7327 19 7200 289 2
7538 20 600 3 1
11583 21 300 8 2
12227 22 32400 8 2
12782 23 300 33 32
13311 24 19440 63 1
14745 25 14400 78 2
14959 26 1800 6 4
15571 27 900 2 4
22027 28 7200 154 8
22043 29 36000 12650 4
25915 30 10800 116 32
26034 31 36000 30989 32
26122 32 32400 30809 32
26379 33 18000 27 32
27076 34 300 2 3
27127 35 1200 6 4
27224 36 1200 19 19
27960 37 900 5 1
27966 38 36000 136 6
28014 39 600 6 2
28424 40 36000 209 4
28453 41 1200 63 1
28811 42 7200 43 16
28823 43 600 416 32
28833 44 36000 5 8
31431 45 21600 13005 1
35465 46 36000 2 4
36077 47 1200 39 8
36330 48 600 4 3
36371 49 4620 4 7
36678 50 21600 6 1
36694 51 6360 76 4
37023 52 600 9 17
37046 53 300 4 16
37307 54 10140 350 16
37348 55 14460 10 8
37353 56 1200 2 2
37360 57 1800 2 1
37501 58 21600 1544 32
37575 59 36000 4 13
37587 60 1800 11 4
38120 61 1800 40 16
38127 62 600 24 1
38658 63 36000 1 1
38762 64 600 4 1
38769 65 300 4 8
38867 66 10800 11 2
38887 67 3600 6 2
38900 68 35970 1 4
38940 69 300 8 32
38945 70 1800 4 6
38959 71 27600 10 64
39375 72 300 14 2
39418 73 18000 13 1
39422 74 36000 5 4
39734 75 1200 412 1
39910 76 10800 9 7
39925 77 31200 3 5
39930 78 35970 25 2
40627 79 36000 57 4
41296 80 1200 6 5
41311 81 33600 3 4
41662 82 21600 9 19
41701 83 300 140 8
41708 84 3000 205 2
41718 85 36000 25 4
41725 86 10800 1 4
41741 87 36000 11 4
41743 88 1200 9 16
41753 89 36000 3 6
41758 90 1200 21 32
41842 91 36000 12 1
41941 92 1800 5 4
42593 93 300 26 2
42625 94 36000 66 2
42637 95 31200 23 4
42647 96 27600 4 2
42801 97 36000 4 8
42805 98 300 3 2
42821 99 25200 33 2
42916 100 21600 846 8
42930 101 1200 26 8
42955 102 32100 155 2
42961 103 1200 2 4
42965 104 21600 12 4
42975 105 300 13 1
43696 106 300 9 4
43750 107 36000 5 2
43754 108 300 8 5
43881 109 3600 58 8
43884 110 10800 314 23
43903 111 900 23 3
43907 112 21600 5 8
43939 113 3600 2 4
43968 114 36000 4 5
44935 115 1800 11 16
44949 116 36000 24 8
44984 117 1200 5 2
45065 118 1200 7 7
45110 119 900 18 4
45124 120 1800 769 8
45646 121 1200 2 8
45656 122 3600 34 6
45668 123 300 20 6
45679 124 8160 77 4
45786 125 34800 5 2
48215 126 1800 17 4
48329 127 22200 4 4
49370 128 1200 2 4
49576 129 7200 5 5
49608 130 36000 5 1
49619 131 900 62 2
49627 132 300 15 16
49935 133 600 19 8
49960 134 21600 30 3
49961 135 19440 21 3
49969 136 27600 14 1
50061 137 18000 9 4
50172 138 36000 729 16
50174 139 36000 8 4
50176 140 300 2 4
50180 141 36000 9 4
50183 142 18000 2 4
50580 143 36000 1484 18
50608 144 3600 20 4
50625 145 18000 100 4
50669 146 36000 8 1
50686 147 900 116 4
50695 148 300 1 4
50735 149 3600 7 1
50739 150 14460 5 4
50744 151 300 3 6
50754 152 25200 330 64
50757 153 32400 5 4
54734 154 1440 7 32
56809 155 300 56 32
56814 156 10140 2 16
56837 157 1200 45 4
56841 158 1200 8 1
56848 159 36000 4 4
56849 160 600 13 2
56853 161 28800 21 16
56857 162 32400 10 8
56860 163 1800 7 2
56867 164 900 4 4
57022 165 7200 2 4
57199 166 36000 680 2
59586 167 3600 36 4
59593 168 21600 5 1
59613 169 1200 122 4
59619 170 36000 11 1
59803 171 1200 100 4
59819 172 10800 113 32
59866 173 600 18 3
59883 174 36000 2 5
63918 175 18000 324 14
63957 176 28800 15 1
63992 177 33600 10 4
64001 178 6360 3 4
64123 179 18000 5 4
64168 180 600 1 5
64520 181 21600 5 2
64561 182 900 1 16
65067 183 36000 3 1
65263 184 28500 163 1
65282 185 36000 2 4
65828 186 1200 11 5
66024 187 1200 34 4
66060 188 8160 14 7
66087 189 1800 8 2
66108 190 36000 240 4
66140 191 36000 4 2
66182 192 36000 113 8
66186 193 300 3 2
66265 194 21600 6 1
66277 195 1200 25 16
66282 196 36000 2 6
66300 197 36000 12 4
66373 198 10800 7 1
66411 199 1200 5 1
66579 200 14400 3 16
66765 201 21600 832 16
66812 202 36000 8 1
67062 203 34800 272 8
67067 204 1800 54 8
67075 205 21600 392 16
67137 206 900 2 4
67187 207 36000 11 8
67203 208 25200 2 4
67215 209 1800 8 2
67220 210 8160 2 8
67300 211 10140 8 32
67308 212 36000 3 16
67363 213 36000 2 1
67386 214 900 2 4
67459 215 1800 12 4
67488 216 1440 36 3
67567 217 25200 24 4
67572 218 600 11 8
67629 219 36000 25 6
67808 220 36000 2 4
68066 221 27600 12 1
68116 222 300 46 32
68147 223 36000 183 4
68168 224 36000 92 64
68301 225 21600 27 8
68310 226 1800 3 8
68321 227 300 96 64
68336 228 31200 2 38
68452 229 7200 6 1
68461 230 600 10 4
68602 231 1440 21 4
