64
256
76 1 900 80 4
91 2 10800 185 8
438 3 30000 377 1
1154 4 28800 15872 8
1380 5 36000 36000 4
2220 6 1200 3 4
3432 7 36000 17 8
3454 8 300 91 7
3980 9 30000 7 2
3990 10 28800 7 2
4177 11 10800 4 8
4266 12 16860 22 1
4318 13 10800 3 4
4378 14 31200 130 32
4718 15 14400 12 1
4778 16 36000 9 2
5752 17 34800 1 16
5790 18 30000 2 4
5922 19 36000 10 4
6052 20 36000 25 4
6565 21 36000 62 2
6594 22 900 21 1
6795 23 36000 2158 1
6803 24 3600 441 1
6876 25 10800 55 2
6967 26 10800 36 2
7082 27 33600 6 1
7114 28 19440 136 8
7528 29 36000 10 1
7618 30 14400 4 1
7703 31 300 62 32
8112 32 1200 763 32
11529 33 300 4 2
11738 34 36000 52 4
11832 35 32100 10 4
11976 36 36000 6 8
12039 37 600 17 4
12243 38 1200 35 17
12878 39 600 38 32
12913 40 36000 59 6
13056 41 600 3 4
14308 42 1200 2 8
25341 43 600 1 11
28381 44 10800 32 4
29058 45 36000 470 4
29073 46 900 1 4
29768 47 34800 2 33
29812 48 1200 8 8
29892 49 1200 4 8
30017 50 28800 21 8
30022 51 300 254 5
30025 52 33600 2148 5
30126 53 36000 5 4
30135 54 10800 5 1
30163 55 33600 4 8
30336 56 28800 35 5
30441 57 36000 17 4
30758 58 27600 4 8
30765 59 10140 6 1
31848 60 10800 243 2
31919 61 31200 5 44
31925 62 900 22 2
32020 63 32100 89 2
32049 64 10800 2 3
32531 65 27600 14 32
32790 66 1800 6 1
32808 67 600 50 2
35095 68 10800 22 4
35108 69 7200 39 1
35114 70 28800 20 2
35127 71 300 4 8
35139 72 10800 134 25
35144 73 7200 4 8
35204 74 36000 221 4
35218 75 1200 30 2
35428 76 10140 9 32
35472 77 300 22 16
35650 78 7200 19 4
35873 79 14400 1036 64
35911 80 900 40 8
36204 81 28800 17 2
36254 82 21600 20 16
36263 83 22200 1075 16
36463 84 30000 11 4
36596 85 3000 56 4
36615 86 3600 2126 8
36665 87 900 12 16
36705 88 10140 2 4
37070 89 25200 5 4
37105 90 6360 2 4
37149 91 25260 4 10
37170 92 600 3 4
37179 93 14400 2 4
37193 94 36000 6 8
37210 95 600 3 8
37717 96 600 142 16
37841 97 3600 3 1
38064 98 27600 3 4
38091 99 1200 93 2
38198 100 7200 14 1
38266 101 600 20 3
38611 102 300 35 6
38779 103 300 2 13
39406 104 18000 18 1
39414 105 10800 3 5
39446 106 1800 27 4
39457 107 33600 193 24
40724 108 14400 11 8
40765 109 27600 21 4
40779 110 300 35 1
40787 111 1200 3 1
40799 112 1800 12 2
40953 113 25260 39 7
40966 114 36000 6 2
41403 115 36000 1 1
41413 116 36000 21 3
41504 117 600 27 32
41569 118 36000 9 64
42426 119 900 788 43
42435 120 300 7 1
42445 121 16860 4 11
42776 122 30000 50 4
42866 123 4620 226 4
42880 124 6360 9 1
42895 125 900 3 3
42900 126 27600 8 5
42905 127 36000 4 4
42961 128 30000 34 3
44812 129 22200 6 1
45337 130 35970 25 2
45372 131 14400 56 2
45387 132 21600 39 4
45433 133 31200 101 4
45472 134 600 3 1
45574 135 32400 83 16
45581 136 36000 43 32
45614 137 28500 2 3
46048 138 1200 10 1
46050 139 1440 32 2
46054 140 30000 9 3
46140 141 300 16 2
46190 142 1200 5 1
54947 143 900 19 2
54969 144 600 5 6
54979 145 300 10 1
54984 146 1200 27 11
54990 147 36000 171 64
54997 148 32400 388 4
55000 149 3600 32 5
