32
64
273 1 1200 8 8
1579 2 25200 5 8
1601 3 36000 7 4
1729 4 10800 2 6
1785 5 36000 61 8
1809 6 300 13 4
1840 7 36000 12 4
1967 8 36000 82 4
1999 9 28800 34 4
2034 10 36000 59 1
2051 11 600 96 1
2187 12 36000 43 27
2258 13 36000 12 1
6368 14 31200 7 4
6599 15 4620 4 8
6781 16 600 56 4
7026 17 3600 374 4
8644 18 36000 116 3
9327 19 7200 99 8
9359 20 1200 23 1
9482 21 1200 45 3
9581 22 600 10 2
9613 23 36000 8 2
10144 24 35970 4 2
10194 25 900 101 4
10227 26 12240 8 16
13412 27 25200 194 8
13591 28 36000 5 4
14414 29 7200 7 4
14507 30 900 5 2
21071 31 28500 12 4
21130 32 36000 567 8
21181 33 300 4 2
21281 34 36000 47 32
21690 35 16860 29 2
21779 36 30000 15 4
41647 37 25260 10 32
42051 38 36000 20 7
42058 39 10800 18 16
42072 40 32400 71 4
42081 41 600 3 3
42097 42 36000 8 1
42119 43 1800 21 1
42125 44 7200 18 5
42200 45 18000 5 4
42342 46 36000 36000 8
42344 47 36000 16836 5
42347 48 33600 181 8
42356 49 7200 16 8
42363 50 36000 229 1
42398 51 14400 2 8
42477 52 1800 43 2
42583 53 300 7 8
42697 54 1200 11 4
42705 55 25200 13 2
42721 56 14400 193 8
42730 57 27600 9 2
43233 58 36000 80 1
43236 59 12240 714 16
43280 60 28800 5 1
43289 61 32400 6 1
43295 62 300 60 1
43305 63 300 20 1
43311 64 7200 9 6
